Geo_FIPS	Geo_NAME	Geo_QName	Geo_STUSAB	Geo_SUMLEV	Geo_GEOCOMP	Geo_FILEID	Geo_LOGRECNO	Geo_US	Geo_REGION	Geo_DIVISION	Geo_STATECE	Geo_STATE	Geo_COUNTY	Geo_COUSUB	Geo_PLACE	Geo_PLACESE	Geo_TRACT	Geo_BLKGRP	Geo_CONCIT	Geo_AIANHH	Geo_AIANHHFP	Geo_AIHHTLI	Geo_AITSCE	Geo_AITS	Geo_ANRC	Geo_CBSA	Geo_CSA	Geo_METDIV	Geo_MACC	Geo_MEMI	Geo_NECTA	Geo_CNECTA	Geo_NECTADIV	Geo_UA	Geo_UACP	Geo_CDCURR	Geo_SLDU	Geo_SLDL	Geo_VTD	Geo_ZCTA3	Geo_ZCTA5	Geo_SUBMCD	Geo_SDELM	Geo_SDSEC	Geo_SDUNI	Geo_UR	Geo_PCI	Geo_TAZ	Geo_UGA	Geo_PUMA5	Geo_PUMA1	Geo_GEOID	Geo_BTTR	Geo_BTBG	Geo_AREALAND	Geo_AREAWATR	SE_A00001_001	SE_A00002_001	SE_A00002_002	SE_A00002_003	SE_A12001_001	SE_A12001_002	SE_A12001_003	SE_A12001_004	SE_A12001_005	SE_A12001_006	SE_A12001_007	SE_A12001_008	SE_B12001_001	SE_B12001_002	SE_B12001_003	SE_B12001_004	SE_A12002_001	SE_A12002_002	SE_A12002_003	SE_A12002_004	SE_A12002_005	SE_A12002_006	SE_A12002_007	SE_A12002_008	SE_A14006_001	SE_A09005_001	SE_A09005_002	SE_A09005_009	SE_A09005_010	SE_A09005_003	SE_A09005_004	SE_A09005_005	SE_A09005_006	SE_A09005_007	SE_A09005_008	SE_A09001_001	SE_A09001_002	SE_A09001_003	SE_A09001_004	SE_A09001_005	SE_A09001_006	SE_A09001_007	SE_A09001_008	SE_A09001_009	SE_A09001_010	SE_A09003_001	SE_A10030_001	SE_A10030_002	SE_A10030_003	SE_A10030_004	SE_A10030_005	SE_A10030_006	SE_A10030_007
"36005033202"	"Census Tract 332.02, Bronx County, New York"	"Census Tract 332.02, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003715"	""	""	""	""	"36"	"005"	""	""	""	"033202"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005033202"	""	""	"115204"	"0"	4334	4334	97435.92	0.0444805149676369	3146	835	958	805	348	173	18	9	3146	835	1763	548	3146	835	2311	1353	548	200	27	9	52690	1398	445	445	0	867	0	0	42	0	44	1398	1354	39	125	96	154	264	529	147	44	51	1630	872	572	172	14	0	0
"36005033400"	"Census Tract 334, Bronx County, New York"	"Census Tract 334, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003716"	""	""	""	""	"36"	"005"	""	""	""	"033400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005033400"	""	""	"3044513"	"62113"	570	570	484.9029	1.17549309108768	414	108	63	112	91	31	9	0	414	108	175	131	414	108	306	243	131	40	9	0	63553	271	97	97	0	170	0	0	0	0	4	271	267	0	38	17	40	70	101	1	4	43	260	158	58	39	5	0	0
"36005033500"	"Census Tract 335, Bronx County, New York"	"Census Tract 335, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003717"	""	""	""	""	"36"	"005"	""	""	""	"033500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005033500"	""	""	"696563"	"0"	2112	2112	7852.922	0.268944489318097	1280	127	168	204	366	281	89	45	1280	127	372	781	1280	127	1153	985	781	415	134	45	98524	870	272	205	67	357	0	12	125	8	96	870	774	122	93	76	53	175	205	50	96	41	699	214	348	123	7	7	0
"36005033600"	"Census Tract 336, Bronx County, New York"	"Census Tract 336, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003718"	""	""	""	""	"36"	"005"	""	""	""	"033600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005033600"	""	""	"184395"	"0"	6822	6822	95820.91	0.0711953105574234	4455	1029	1270	1446	530	180	0	0	4455	1029	2716	710	4455	1029	3426	2156	710	180	0	0	37376	2471	886	886	0	1409	0	0	159	17	0	2471	2471	61	171	380	562	544	623	130	0	42	2651	1600	827	201	23	0	0
"36005033700"	"Census Tract 337, Bronx County, New York"	"Census Tract 337, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003719"	""	""	""	""	"36"	"005"	""	""	""	"033700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005033700"	""	""	"424266"	"0"	2490	2490	15200.54	0.163810025374635	1760	168	264	320	449	413	68	78	1760	168	584	1008	1760	168	1592	1328	1008	559	146	78	88170	1062	540	487	53	428	0	3	52	15	24	1062	1038	45	170	160	141	162	239	121	24	45	942	219	425	223	56	19	0
"36005033800"	"Census Tract 338, Bronx County, New York"	"Census Tract 338, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003720"	""	""	""	""	"36"	"005"	""	""	""	"033800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005033800"	""	""	"161380"	"0"	4350	4350	69813.16	0.0623091690000108	2862	998	863	544	308	132	0	17	2862	998	1407	457	2862	998	1864	1001	457	149	17	17	46811	1811	517	448	69	1095	0	0	45	25	129	1811	1682	15	189	203	288	210	567	210	129	48	1362	834	342	170	16	0	0
"36005034000"	"Census Tract 340, Bronx County, New York"	"Census Tract 340, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003721"	""	""	""	""	"36"	"005"	""	""	""	"034000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005034000"	""	""	"158331"	"0"	4984	4984	81528.57	0.0611319434684639	3193	793	814	1019	376	161	30	0	3193	793	1833	567	3193	793	2400	1586	567	191	30	0	42269	2244	691	655	36	1227	0	86	197	0	43	2244	2201	120	319	237	278	297	755	195	43	45	1806	984	608	211	3	0	0
"36005034200"	"Census Tract 342, Bronx County, New York"	"Census Tract 342, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003722"	""	""	""	""	"36"	"005"	""	""	""	"034200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005034200"	""	""	"156834"	"0"	2040	2040	33688.97	0.0605539485125028	1286	360	253	324	210	112	0	27	1286	360	577	349	1286	360	926	673	349	139	27	27	54413	834	367	347	20	425	0	0	33	0	9	834	825	37	47	174	115	139	246	67	9	45	558	191	207	85	75	0	0
"36005034300"	"Census Tract 343, Bronx County, New York"	"Census Tract 343, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003723"	""	""	""	""	"36"	"005"	""	""	""	"034300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005034300"	""	""	"121495"	"0"	1609	1609	34300.1	0.0469094837505039	1088	208	192	281	184	187	10	26	1088	208	473	407	1088	208	880	688	407	223	36	26	83499	758	330	287	43	380	0	0	24	0	24	758	734	48	69	48	102	134	252	81	24	48	563	192	240	92	34	5	0
"36005034400"	"Census Tract 344, Bronx County, New York"	"Census Tract 344, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003724"	""	""	""	""	"36"	"005"	""	""	""	"034400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005034400"	""	""	"157012"	"0"	2207	2207	36405.52	0.0606226746996511	1577	411	351	348	337	94	1	35	1577	411	699	467	1577	411	1166	815	467	130	36	35	67577	1096	592	467	125	406	0	0	7	0	91	1096	1005	50	63	152	165	265	194	116	91	45	603	156	256	145	46	0	0
"36005034500"	"Census Tract 345, Bronx County, New York"	"Census Tract 345, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003725"	""	""	""	""	"36"	"005"	""	""	""	"034500"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005034500"	""	""	"274627"	"0"	3591	3591	33866.47	0.106034082011191	2639	250	563	544	696	419	66	101	2639	250	1107	1282	2639	250	2389	1826	1282	586	167	101	65909	1480	630	544	86	690	0	0	79	0	81	1480	1399	117	107	208	147	326	358	136	81	44	1362	419	518	388	37	0	0
"36005034800"	"Census Tract 348, Bronx County, New York"	"Census Tract 348, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003726"	""	""	""	""	"36"	"005"	""	""	""	"034800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005034800"	""	""	"437468"	"0"	6776	6776	40116.67	0.168907346288863	4164	910	1224	1274	355	328	23	50	4164	910	2498	756	4164	910	3254	2030	756	401	73	50	41715	2684	894	777	117	1375	0	0	304	0	111	2684	2573	6	169	396	464	765	480	293	111	47	2063	896	679	343	107	38	0
"36005035000"	"Census Tract 350, Bronx County, New York"	"Census Tract 350, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003727"	""	""	""	""	"36"	"005"	""	""	""	"035000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005035000"	""	""	"191626"	"0"	1951	1951	26369.42	0.0739872153847817	1428	197	483	367	255	93	22	11	1428	197	850	381	1428	197	1231	748	381	126	33	11	64167	1058	489	471	18	456	27	0	23	0	63	1058	995	17	158	109	229	203	220	59	63	40	628	143	312	148	25	0	0
"36005035100"	"Census Tract 351, Bronx County, New York"	"Census Tract 351, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003728"	""	""	""	""	"36"	"005"	""	""	""	"035100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005035100"	""	""	"580468"	"0"	3628	3628	16187.76	0.224119957312544	1994	166	249	493	460	317	254	55	1994	166	742	1086	1994	166	1828	1579	1086	626	309	55	85000	1708	740	566	174	608	0	17	160	0	183	1708	1525	128	173	141	272	282	363	166	183	45	1102	329	608	129	36	0	0
"36005035600"	"Census Tract 356, Bronx County, New York"	"Census Tract 356, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003729"	""	""	""	""	"36"	"005"	""	""	""	"035600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005035600"	""	""	"397359"	"0"	2400	2400	15643.21	0.153421174152158	1718	244	504	500	296	91	48	35	1718	244	1004	470	1718	244	1474	970	470	174	83	35	76145	1130	624	554	70	451	0	0	33	0	22	1130	1108	20	104	182	240	204	185	173	22	47	683	131	316	179	9	48	0
"36005035800"	"Census Tract 358, Bronx County, New York"	"Census Tract 358, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003730"	""	""	""	""	"36"	"005"	""	""	""	"035800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005035800"	""	""	"652944"	"0"	8115	8115	32189.21	0.252103098547175	5418	827	1030	1813	1088	617	17	26	5418	827	2843	1748	5418	827	4591	3561	1748	660	43	26	77301	3738	1693	1400	293	1776	0	46	183	0	40	3738	3698	175	383	503	450	760	1129	298	40	46	2432	706	1027	511	128	51	9
"36005035900"	"Census Tract 359, Bronx County, New York"	"Census Tract 359, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003731"	""	""	""	""	"36"	"005"	""	""	""	"035900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005035900"	""	""	"134331"	"0"	2234	2234	43072.96	0.0518654912686854	1413	511	496	321	35	42	8	0	1413	511	817	85	1413	511	902	406	85	50	8	0	25509	706	229	218	11	373	0	12	41	7	44	706	662	21	68	110	125	105	181	52	44	44	713	358	190	156	9	0	0
"36005036000"	"Census Tract 360, Bronx County, New York"	"Census Tract 360, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003732"	""	""	""	""	"36"	"005"	""	""	""	"036000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005036000"	""	""	"266176"	"0"	2977	2977	28967.28	0.102771132530344	2198	346	617	684	351	167	13	20	2198	346	1301	551	2198	346	1852	1235	551	200	33	20	68448	1306	709	623	86	522	0	7	62	5	1	1306	1305	15	204	141	299	274	302	70	1	41	908	244	321	255	81	7	0
"36005036100"	"Census Tract 361, Bronx County, New York"	"Census Tract 361, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003733"	""	""	""	""	"36"	"005"	""	""	""	"036100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005036100"	""	""	"164775"	"0"	5794	5794	91072.01	0.0636199858841045	3866	1772	945	838	278	13	20	0	3866	1772	1783	311	3866	1772	2094	1149	311	33	20	0	26596	1649	167	140	27	1285	26	0	152	0	19	1649	1630	100	110	229	341	429	366	55	19	41	2108	1018	484	606	0	0	0
"36005036300"	"Census Tract 363, Bronx County, New York"	"Census Tract 363, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003734"	""	""	""	""	"36"	"005"	""	""	""	"036300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005036300"	""	""	"221467"	"0"	8121	8121	94972.58	0.0855088903886813	4670	2054	857	1105	462	99	37	56	4670	2054	1962	654	4670	2054	2616	1759	654	192	93	56	21899	2790	565	394	171	2071	0	0	67	0	87	2790	2703	57	238	249	547	504	937	171	87	45	2554	1147	262	1145	0	0	0
"36005036400"	"Census Tract 364, Bronx County, New York"	"Census Tract 364, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003735"	""	""	""	""	"36"	"005"	""	""	""	"036400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005036400"	""	""	"202212"	"0"	2474	2474	31687.69	0.078074493009234	1726	299	364	614	307	142	0	0	1726	299	978	449	1726	299	1427	1063	449	142	0	0	70921	1212	528	405	123	604	0	0	40	14	26	1212	1186	45	199	104	146	131	438	123	26	50	788	213	361	162	39	13	0
"36005036501"	"Census Tract 365.01, Bronx County, New York"	"Census Tract 365.01, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003736"	""	""	""	""	"36"	"005"	""	""	""	"036501"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005036501"	""	""	"95827"	"0"	4079	4079	110246.2	0.0369990131228407	2487	941	566	601	283	64	28	4	2487	941	1167	379	2487	941	1546	980	379	96	32	4	28905	1269	359	320	39	826	0	0	63	0	21	1269	1248	19	114	99	253	204	511	48	21	48	1359	541	445	362	11	0	0
"36005036502"	"Census Tract 365.02, Bronx County, New York"	"Census Tract 365.02, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003737"	""	""	""	""	"36"	"005"	""	""	""	"036502"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005036502"	""	""	"97659"	"0"	2182	2182	57868.23	0.0377063523074238	1351	576	348	317	96	8	6	0	1351	576	665	110	1351	576	775	427	110	14	6	0	31052	819	193	185	8	482	0	0	120	7	17	819	802	42	80	223	143	122	153	39	17	36	672	307	92	247	26	0	0
"36005036700"	"Census Tract 367, Bronx County, New York"	"Census Tract 367, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003738"	""	""	""	""	"36"	"005"	""	""	""	"036700"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005036700"	""	""	"93063"	"0"	2592	2592	72136.6	0.0359318267111662	1370	567	336	285	154	7	12	9	1370	567	621	182	1370	567	803	467	182	28	21	9	33233	925	293	217	76	572	0	0	55	0	5	925	920	31	92	141	73	171	358	54	5	45	657	268	211	168	10	0	0
"36005036800"	"Census Tract 368, Bronx County, New York"	"Census Tract 368, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003739"	""	""	""	""	"36"	"005"	""	""	""	"036800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005036800"	""	""	"169530"	"0"	2152	2152	32877.1	0.0654559017261856	1326	294	503	327	111	76	15	0	1326	294	830	202	1326	294	1032	529	202	91	15	0	55658	949	459	409	50	484	0	0	6	0	0	949	949	27	103	85	153	203	292	86	0	46	614	158	295	145	11	0	5
"36005036901"	"Census Tract 369.01, Bronx County, New York"	"Census Tract 369.01, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003740"	""	""	""	""	"36"	"005"	""	""	""	"036901"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005036901"	""	""	"98732"	"0"	2259	2259	59259.23	0.0381206399411889	1279	441	392	346	83	11	6	0	1279	441	738	100	1279	441	838	446	100	17	6	0	20645	653	180	165	15	373	0	0	61	5	34	653	619	19	113	92	77	127	121	70	34	42	811	604	155	43	0	9	0
"36005036902"	"Census Tract 369.02, Bronx County, New York"	"Census Tract 369.02, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003741"	""	""	""	""	"36"	"005"	""	""	""	"036902"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005036902"	""	""	"62406"	"0"	2150	2150	89229.79	0.0240950923324741	1269	539	293	238	141	46	12	0	1269	539	531	199	1269	539	730	437	199	58	12	0	26941	649	123	99	24	416	0	0	91	19	0	649	649	38	73	48	90	99	223	78	0	48	717	553	136	28	0	0	0
"36005037000"	"Census Tract 370, Bronx County, New York"	"Census Tract 370, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003742"	""	""	""	""	"36"	"005"	""	""	""	"037000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005037000"	""	""	"158885"	"0"	2307	2307	37606.46	0.0613458440734088	1633	409	533	424	185	82	0	0	1633	409	957	267	1633	409	1224	691	267	82	0	0	50504	1131	385	368	17	681	0	0	65	0	0	1131	1131	26	86	114	245	174	267	219	0	52	790	301	325	138	26	0	0
"36005037100"	"Census Tract 371, Bronx County, New York"	"Census Tract 371, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003743"	""	""	""	""	"36"	"005"	""	""	""	"037100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005037100"	""	""	"198178"	"0"	4308	4308	56301.25	0.0765169568353212	2938	1185	655	659	320	91	0	28	2938	1185	1314	439	2938	1185	1753	1098	439	119	28	28	29474	1618	315	309	6	992	11	0	67	6	227	1618	1391	65	147	197	258	119	424	181	227	45	1700	1156	415	119	10	0	0
"36005037200"	"Census Tract 372, Bronx County, New York"	"Census Tract 372, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003744"	""	""	""	""	"36"	"005"	""	""	""	"037200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005037200"	""	""	"186530"	"0"	2083	2083	28922.67	0.0720196387010287	1358	260	445	424	133	89	7	0	1358	260	869	229	1358	260	1098	653	229	96	7	0	52606	960	291	255	36	623	0	0	46	0	0	960	960	33	99	106	143	214	317	48	0	45	727	301	342	84	0	0	0
"36005037300"	"Census Tract 373, Bronx County, New York"	"Census Tract 373, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003745"	""	""	""	""	"36"	"005"	""	""	""	"037300"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005037300"	""	""	"173453"	"0"	5858	5858	87471.24	0.0669705805586744	3518	1128	1053	1015	240	82	0	0	3518	1128	2068	322	3518	1128	2390	1337	322	82	0	0	34184	2020	511	392	119	1299	0	0	49	80	81	2020	1939	0	186	291	235	320	620	287	81	50	1946	1228	622	96	0	0	0
"36005037400"	"Census Tract 374, Bronx County, New York"	"Census Tract 374, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003746"	""	""	""	""	"36"	"005"	""	""	""	"037400"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005037400"	""	""	"167070"	"0"	3904	3904	60521.42	0.0645060903757083	2415	795	765	580	213	38	12	12	2415	795	1345	275	2415	795	1620	855	275	62	24	12	30786	1598	451	345	106	1008	0	57	60	0	22	1598	1576	52	158	191	291	280	441	163	22	46	1533	1030	402	55	46	0	0
"36005037504"	"Census Tract 375.04, Bronx County, New York"	"Census Tract 375.04, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003747"	""	""	""	""	"36"	"005"	""	""	""	"037504"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005037504"	""	""	"239719"	"0"	3470	3470	37490.8	0.0925560272866129	2072	816	453	436	283	55	0	29	2072	816	889	367	2072	816	1256	803	367	84	29	29	22742	1116	297	297	0	589	0	12	121	0	97	1116	1019	71	74	203	172	213	241	45	97	38	1237	888	294	55	0	0	0
"36005037600"	"Census Tract 376, Bronx County, New York"	"Census Tract 376, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003748"	""	""	""	""	"36"	"005"	""	""	""	"037600"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005037600"	""	""	"124765"	"0"	2257	2257	46852.91	0.0481720378627237	1578	327	344	529	270	70	34	4	1578	327	873	378	1578	327	1251	907	378	108	38	4	58861	1004	316	219	97	548	0	0	60	6	74	1004	930	32	72	134	67	291	252	82	74	48	741	323	301	94	23	0	0
"36005037800"	"Census Tract 378, Bronx County, New York"	"Census Tract 378, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003749"	""	""	""	""	"36"	"005"	""	""	""	"037800"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005037800"	""	""	"131958"	"0"	3260	3260	63985.21	0.0509492708074323	1930	601	710	396	161	61	1	0	1930	601	1106	223	1930	601	1329	619	223	62	1	0	43943	1230	305	274	31	875	0	0	50	0	0	1230	1230	1	186	283	216	197	244	103	0	41	1048	578	340	120	10	0	0
"36005037900"	"Census Tract 379, Bronx County, New York"	"Census Tract 379, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003750"	""	""	""	""	"36"	"005"	""	""	""	"037900"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005037900"	""	""	"191331"	"0"	5360	5360	72556.65	0.0738733152431594	2961	876	883	885	198	119	0	0	2961	876	1768	317	2961	876	2085	1202	317	119	0	0	30533	1708	224	189	35	1404	0	0	56	0	24	1708	1684	47	81	177	193	493	483	210	24	51	1470	1150	242	78	0	0	0
"36005038000"	"Census Tract 380, Bronx County, New York"	"Census Tract 380, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003751"	""	""	""	""	"36"	"005"	""	""	""	"038000"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005038000"	""	""	"213585"	"0"	5225	5225	63359.73	0.0824656330454041	3255	523	855	954	662	212	28	21	3255	523	1809	923	3255	523	2732	1877	923	261	49	21	40653	1909	424	424	0	1130	0	0	284	27	44	1909	1865	121	383	123	229	175	604	230	44	43	1885	1121	572	172	20	0	0
"36005038100"	"Census Tract 381, Bronx County, New York"	"Census Tract 381, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003752"	""	""	""	""	"36"	"005"	""	""	""	"038100"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005038100"	""	""	"151507"	"0"	7175	7175	122655.5	0.0584971822263269	4296	1530	1148	1140	217	248	0	13	4296	1530	2288	478	4296	1530	2766	1618	478	261	13	13	40893	3342	660	660	0	2258	0	0	259	0	165	3342	3177	197	301	378	436	969	637	259	165	43	2237	1579	610	42	0	6	0
"36005038200"	"Census Tract 382, Bronx County, New York"	"Census Tract 382, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003753"	""	""	""	""	"36"	"005"	""	""	""	"038200"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005038200"	""	""	"157168"	"0"	2814	2814	46372.2	0.0606829066389497	1835	325	624	566	218	73	19	10	1835	325	1190	320	1835	325	1510	886	320	102	29	10	55782	1118	482	438	44	537	0	0	69	29	1	1118	1117	54	217	183	192	161	193	117	1	39	879	324	338	217	0	0	0
"36005038301"	"Census Tract 383.01, Bronx County, New York"	"Census Tract 383.01, Bronx County, New York"	"ny"	"140"	"00"	"ACSSF"	"0003754"	""	""	""	""	"36"	"005"	""	""	""	"038301"	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	""	"14000US36005038301"	""	""	"94777"	"0"	4842	4842	132318.2	0.0365936058391004	2682	882	809	684	154	107	28	18	2682	882	1493	307	2682	882	1800	991	307	153	46	18	31289	1992	393	342	51	1369	0	19	138	0	73	1992	1919	22	141	316	417	457	480	86	73	42	1539	1116	352	71	0	0	0
